ISO,Year,PPP_a_t_na,PPP_n_t_na,PPP_t_na,rVA_a_t,rVA_n_t,rVA_t
ITA,1990,0.42019504454706524,0.6250164131447419,0.614387118772129,89471267767.33122,1667356585295.2996,1757394617708.7224
ITA,1991,0.4133006898025722,0.6476314502847081,0.636119470071267,97790161334.71321,1687858894942.5479,1781940812181.2957
ITA,1992,0.40959117945711593,0.6804129593470566,0.6671295683147321,100532800093.0455,1698698099794.8315,1794244485830.0056
ITA,1993,0.3206502067083961,0.5554338416991191,0.543816960226025,99905728713.07997,1689741215688.1833,1784744350501.376
ITA,1994,0.32515718827578755,0.4424215290916255,0.4370311912240316,101149671408.74016,1719423940054.6128,1815888035916.3625
ITA,1995,0.3413168855015294,0.584352374237647,0.572263512726656,102598395641.2594,1761234804906.6826,1859633335042.36
ITA,1996,0.37629914966334915,0.6467299140869353,0.6332734452189243,103856518344.1057,1782029180115.8528,1881608501181.8083
ITA,1997,0.3349534894343647,0.6020744669968474,0.5887521251697374,106259616281.37675,1805117709155.1885,1906417427439.423
ITA,1998,0.32288362267952414,0.604139032086668,0.5900846078570572,109008264015.67381,1831824259196.6794,1935101344598.968
ITA,1999,0.2964179367232169,0.587415830038708,0.572915421582914,115082868726.55516,1854710209247.5881,1961194831240.7957
ITA,2000,0.2534292221083758,0.5206851704604356,0.5072100153936737,116025014266.16747,1922329618218.131,2031372849082.922
ITA,2001,0.2580293954459358,0.523330683527521,0.5098393015480467,112734415873.46494,1960701837903.8071,2069640812298.5938
ITA,2002,0.282226928788256,0.5694019759896376,0.5546396027289867,107422270807.7424,1973309199459.4612,2080492646588.2346
ITA,2003,0.3606660895207951,0.704021041972849,0.6861992058354138,103243850517.9368,1978436958443.2217,2084085485137.0615
ITA,2004,0.36818786143015614,0.7931847291551423,0.7714903221701014,115325235746.98083,2005219332595.877,2116644445450.7117
ITA,2005,0.3454353213395324,0.8113250173823067,0.7873579636806635,109601645341.54361,2020917936648.5928,2130519581990.1365
ITA,2006,0.3495901222370884,0.831950601975679,0.8071081326984735,108776504570.41266,2058644957448.4045,2169124597071.4788
ITA,2007,0.38285087523903993,0.934061999293854,0.9056844361706952,109959088480.42073,2087446803108.95,2199334103629.5674
ITA,2008,0.4033011501023519,1.0300108323785537,0.9977705370772205,112273789957.98749,2068975491023.4797,2181210243661.3574
ITA,2009,0.35828712298963017,0.9969677452190692,0.9640275130627693,111130743373.59262,1954754554377.4702,2062849792051.477
ITA,2010,0.3406449449538081,0.9479040117611904,0.9166084554032955,111406218886.19849,1987182831867.3757,2096433359743.084
ITA,2011,0.37996390957099596,1.0085250544409763,0.9761588310351255,112269289774.58435,2000402970349.771,2110429908889.7693
ITA,2012,0.37142692733551674,0.9415577951191668,0.9122285654550039,107818608388.88943,1943344435221.3757,2049725153119.9146
ITA,2013,0.40581624755226003,0.9811769963906811,0.9516294383904844,109184735493.41083,1911564962526.9556,2017479105346.877
ITA,2014,0.3881484050748083,0.9894207503981366,0.9584862241621676,106856533465.63472,1910062497388.5244,2014981137781.316
ITA,2015,0.328406634828784,0.8332145216329633,0.807245375213082,111910560869.02061,1926272426953.3586,2033768640696.3276
ITA,2016,0.3128427149703021,0.8416439216895901,0.8143892814699059,111543474479.99394,1951581801061.7778,2059742879854.1921
ITA,2017,0.3484596880891915,0.8624181669316966,0.83597498986986,107083471285.82108,1989702455685.0896,2097275443429.396
ITA,2018,0.3538354713171062,0.9111263858235588,0.8824541522721431,110215598934.39911,2008291536119.4036,2117736760111.7456
ITA,2019,0.34008442249408977,0.8693606586271949,0.842134827178502,108002473025.07443,2023566339158.4736,2132602602448.39
ITA,2020,0.3553354184225451,0.9028565761238727,0.8746893108525341,103498110880.21361,1852250332317.6274,1953942864615.9622
ITA,2021,0.38709580569422447,0.9422523089726791,0.9136467546799208,103213313559.12985,2021211312301.677,2128223470119.6917
ITA,2022,0.37536302314213604,0.8689592983431426,0.8434322219864264,105963568501.78519,2126570643809.6882,2238091088685.167
ITA,2023,0.4179213067140765,0.9420325853714353,0.9147830095634829,102226809068.82954,2147018406541.9172,2257676454843.113
JPN,1970,0.33954501405763743,0.12325527340086856,0.12519111776451244,34670209139.588554,1602651955849.0664,1671902970209.185
JPN,1971,0.3470035811728005,0.13180569487538282,0.13346452964300956,33163885456.785023,1702210961697.4856,1767279188568.2395
JPN,1972,0.41862822297339114,0.15969162579506851,0.16169699986207098,37572313809.38586,1862344602686.7583,1936521200911.8513
JPN,1973,0.5908162615837417,0.2017059202761055,0.20536934740496685,39265985827.29527,2012673756533.7656,2089733451725.0012
JPN,1974,0.6240343434060811,0.22524403826357423,0.2286694418361565,38885905584.24306,1986677985023.9788,2063036970952.904
JPN,1975,0.6709569823737012,0.23474006690601606,0.238611337033883,38605241986.44461,2052855407694.5005,2128104551652.1655
JPN,1976,0.7661846342242951,0.2556181811364778,0.26023973658367355,36863117812.90805,2132674088353.837,2203330795623.493
JPN,1977,0.9261044536587046,0.3009091710467851,0.30649899445637335,35700983887.50607,2222503824787.696,2289843152628.32
JPN,1978,1.1807823228847858,0.4034640600269928,0.4098500804391344,35875411647.77301,2336377188352.914,2403330693535.1504
JPN,1979,1.1410284876807637,0.3946353262172854,0.40051025372212923,36340911246.67785,2495371653296.46,2562300994532.693
JPN,1980,1.0841554080964437,0.38689276891927116,0.3917796387228175,33985059768.49728,2757609611599.786,2817257956975.219
JPN,1981,1.1495791289070232,0.41279236893313814,0.41784907661523385,33898013654.210266,2843060030287.704,2901913637699.4424
JPN,1982,0.9786617000618159,0.3771174002867199,0.38094510451459024,35931346405.33605,2899302260891.583,2962479240334.157
JPN,1983,1.0454474464939567,0.4034799849048556,0.4075454372881124,36386887736.76579,2960503676993.186,3024312003039.069
JPN,1984,1.0649178213271744,0.41594046632658366,0.4199737078261212,37409840776.13878,3053655466914.7354,3119188798330.965
JPN,1985,1.0996865538426646,0.4198154670515177,0.4241010785097909,37013619759.62805,3212574192309.9897,3276086257132.4556
JPN,1986,1.5371543237230794,0.6043947298157227,0.6100035216377374,36913355531.68897,3301289409778.3794,3363953439835.7256
JPN,1987,1.7134118077969749,0.7075674089543099,0.7131783489758496,38048823733.60315,3455476326278.663,3519702663927.75
JPN,1988,2.0082481338908758,0.8038651380525323,0.8107797864206184,36868542902.48584,3682662797197.384,3742576555527.244
JPN,1989,1.8969086206717944,0.762960345858851,0.769407004920648,37852163993.92064,3871117431355.973,3932003700422.1753
JPN,1990,1.9006085007015834,0.7376358660594121,0.7444156276088201,37753511731.06343,4091008574347.947,4150140302732.1665
JPN,1991,2.285038515247719,0.8143200055040256,0.8229957609385162,33514688358.333576,4263584055140.2603,4311691886392.484
JPN,1992,2.31641541475905,0.8794347985430389,0.8876536944931275,34431251702.466415,4324757769863.1084,4374565874473.5967
JPN,1993,2.675411441437035,1.002986750143555,1.0123707099770385,31284051081.493378,4357032916674.3833,4399321266083.13
JPN,1994,2.951481984550663,1.1063612529077038,1.1167489513246969,32045865778.00532,4404625741347.128,4448349867189.692
JPN,1995,3.0835434196586315,1.1985786781159957,1.2088109790672505,29584866839.81649,4512470286333.621,4549741016201.409
JPN,1996,2.5815999978965554,1.0345307241466932,1.0428824061395363,31534696489.684383,4638359786571.807,4679277023485.945
JPN,1997,2.218239097511854,0.9391119959941098,0.9458440829975454,30943788149.819126,4692886529307.211,4732055564619.136
JPN,1998,2.0894752008390656,0.8691726541718302,0.8756529945765636,31447403212.204285,4634194134270.911,4674937915051.613
JPN,1999,2.333708643042154,0.9871603795595217,0.9942544569083941,31308909070.048363,4634527229704.189,4674947643994.29
JPN,2000,2.2417168843163786,1.03300635890017,1.0390311877930218,33641066488.11033,4739115276984.151,4784216317892.282
JPN,2001,1.9251015163565932,0.9049983553255897,0.9101027174802537,31075987103.695232,4739561037049.276,4778712655019.409
JPN,2002,1.7491123165643014,0.8667418788341816,0.8709177434942028,32917539515.150314,4756230504100.014,4799535511032.859
JPN,2003,1.9774890989640572,0.9247824769075835,0.930137686293314,29689366965.261414,4828235939850.534,4863557791218.869
JPN,2004,2.2626181773241796,0.9810250362140333,0.9877326900675971,26620672518.46114,4935735633094.338,4963197730548.569
JPN,2005,2.024391589513262,0.9523796375317851,0.9579932963262016,26530441486.450466,5039853427997.904,5066383869484.3545
JPN,2006,1.9041401756709575,0.8935241076883912,0.8988411134756847,26160284415.597366,5104456307590.014,5129680370546.596
JPN,2007,1.7370099247706687,0.8788932737876658,0.8833525539989553,27772691973.667202,5166925417024.232,5195453860414.62
JPN,2008,1.800646796609064,0.9892832533609435,0.9932409396186896,29894590103.183357,5112672988175.059,5146496847965.298
JPN,2009,2.0730598020385753,1.0989251333288639,1.1037702452281881,27615731945.8905,4766256676641.726,4797201537684.438
JPN,2010,2.437485928297165,1.1505515563351445,1.1572842111932429,26185465168.71663,4949434672634.183,4975792819739.344
JPN,2011,2.5367009830957103,1.2436121382678509,1.2503408649061485,26544290900.666058,4931564102638.738,4958878079999.595
JPN,2012,2.680575077038554,1.2376624325914198,1.245216411556334,26274017483.852684,4982254369736.723,5008590058400.72
JPN,2013,2.149634517839345,1.0088690162778569,1.0148769909539883,25865249924.883396,5077204202685.496,5101933426029.3
JPN,2014,2.0019309152691487,0.9429373176639734,0.9485776419236738,24378326453.191193,5099740068131.757,5120865948480.441
JPN,2015,1.9685170298999508,0.8432704450492321,0.8491628703857768,23350532046.706802,5185629705295.327,5203776970875.54
JPN,2016,2.621875681518945,0.9427625613335583,0.9510748295515706,21469529788.69821,5228754787288.064,5242242291541.046
JPN,2017,2.5726435511453682,0.9098516678310208,0.9180243622571893,21628168533.349545,5333662214306.993,5346789509557.463
JPN,2018,2.6082365674939285,0.9235316999825911,0.9316814540704584,20181953945.866817,5371868260504.151,5381377846565.837
JPN,2019,2.5248557023682974,0.9436673746399443,0.9515287039723822,21059922871.291615,5338461727623.571,5350238419736.77
JPN,2020,2.657768828491334,0.9768087874743989,0.9851324318982919,20283516316.78115,5099795910601.453,5111428874082.905
JPN,2021,2.3672202806575333,0.9406999889841136,0.9479723191990771,21550527877.898495,5265967425340.091,5279384476002.359
JPN,2022,1.812497078874151,0.777038015279769,0.7824614081073075,23896954389.39471,5384886413790.676,5402917725654.646
JPN,2023,1.780553431838047,0.7666789378520057,0.7719948987632821,24378507659.787136,5396887306248.29,5415951672525.479
KEN,1970,0.21024810298810373,0.0915678383619117,0.10040952748775785,2695898833.777207,24277811723.752193,27784956519.102356
KEN,1971,0.21506790014537652,0.0980161294533528,0.1070688054395537,2726886176.6958404,26116848123.97306,29386132008.044197
KEN,1972,0.23495934462787632,0.10183901369014133,0.11227396079979335,2928303905.6525683,27920011184.817303,31453230496.784843
KEN,1973,0.2655089350133976,0.1130719028996872,0.12514159782034695,3058951310.6738796,29333691040.232754,32994585666.654655
KEN,1974,0.3085737811496376,0.1240938748126426,0.13940862339779433,3058951310.6738796,30977200790.68873,34345027822.208973
KEN,1975,0.31256392724317034,0.1336391808737074,0.1482368021430935,3194103798.625968,31932221872.99984,35522606571.22776
KEN,1976,0.35476729624812564,0.12713260629223366,0.14628608490548833,3311235954.8549485,33652495911.125175,37276599096.124725
KEN,1977,0.4649072680756659,0.14498649116322695,0.17212022003481695,3631096843.012062,36127149108.0062,40239734163.1472
KEN,1978,0.4481436626420861,0.16945332405909347,0.19282748029408409,3851845906.6704974,39306944709.73786,43494178108.998665
KEN,1979,0.47918143274726727,0.18830148050077142,0.21349403163699646,3860856072.532052,42392410836.99387,46055640018.02237
KEN,1980,0.508590315098743,0.2092465919410966,0.23576585545596265,3901401818.9162393,44418639467.525375,47838411910.14221
KEN,1981,0.45427319958044027,0.18709130247321243,0.21080520461312408,4135666131.367006,47234223872.78112,50832875645.68669
KEN,1982,0.4127126263767981,0.17146395422590954,0.19211329015365136,4581669341.614654,49060462257.90779,53629884917.48488
KEN,1983,0.3886488703748617,0.1532365850542036,0.17358342404801844,4667265917.321,51008630901.73181,55479468082.81397
KEN,1984,0.41187731628566615,0.15441141228695354,0.17711759369777613,4505082931.777056,52251806532.07367,56029536657.32563
KEN,1985,0.38036562573688326,0.1485053322248427,0.1691945639009248,4685286249.044108,55070491336.1664,58869405836.04853
KEN,1986,0.4299543624650489,0.16507920673458787,0.1887027332389221,4919550561.494875,58176491202.06144,62102498688.678116
KEN,1987,0.42912304263572926,0.17425891531214646,0.19734151079482268,5122279293.4302025,61135988372.18852,65123546709.147316
KEN,1988,0.43558290349347484,0.17696813209575765,0.20049332165565537,5356543605.88097,64491141248.22137,68561364071.61323
KEN,1989,0.40195086998195645,0.1660935594566076,0.18776968589651097,5577292669.539404,67952753468.230034,72047371621.72774
KEN,1990,0.37485737626853904,0.16454140188452412,0.18434693928522333,5771011235.605983,71103423207.9121,75199312325.79556
KEN,1991,0.32954852259405015,0.15511446178328928,0.17247982908008858,5730465489.2146015,73523048701.82808,77069618138.50763
KEN,1992,0.33505675618138403,0.17176181446693872,0.18592167033411028,5536746923.148022,59867970362.12769,65286395393.85776
KEN,1993,0.25394171135975563,0.11078208292898258,0.12363532811308148,5356543605.88097,61433866463.14408,66049256826.89733
KEN,1994,0.30626568371123103,0.13611774822540934,0.15151594758303158,5518726591.424914,63715153650.95149,68395175431.03922
KEN,1995,0.4181239848390424,0.17612069060928695,0.19753419289193716,5789031567.329092,65416813861.17515,70579109256.3249
KEN,1996,0.3887430405164152,0.17641683311604198,0.19543019255061317,6045821294.440937,68464721504.811646,73829944657.77716
KEN,1997,0.43979950913053595,0.18923695416000122,0.2121928434585808,5857464478.441463,69663718686.62518,74267631675.148
KEN,1998,0.4381011740031474,0.19630529819745007,0.21782773313808826,6331505699.579092,71309330062.0041,76997722652.89491
KEN,1999,0.38850404165366614,0.17458799152872043,0.19276378826527094,6767914639.232627,71789975342.59071,78661194274.734
KEN,2000,0.3873029071149444,0.16548506907842628,0.18458682760307682,6675866064.419661,72128804706.97893,78672041511.89607
KEN,2001,0.3451886575581346,0.1738622342541908,0.18738609592982272,7318753815.724486,73405418489.76352,81589729450.19534
KEN,2002,0.3361975689187403,0.17473134397028992,0.1884044513684609,7065893085.990796,74992875299.21506,82159109588.68816
KEN,2003,0.37137091696794633,0.19454275601985122,0.20964723284691897,7234499272.865677,77289800670.01541,84536548480.3644
KEN,2004,0.38077875505786285,0.20008559685151456,0.2160347707005016,7360972234.900583,80602327024.74664,87626017296.22581
KEN,2005,0.4031801196844076,0.22671374285090334,0.24180537026822524,7870623849.016689,84160569053.42555,92031192902.44226
KEN,2006,0.4553489408183925,0.2601827676149744,0.27722963303445847,8221639426.444625,88970690832.1767,97003899213.8032
KEN,2007,0.5379291428671509,0.3011005589497698,0.3222625620289109,8640315060.074581,94918164372.2909,103107818085.21098
KEN,2008,0.6856089383024353,0.32830027933026557,0.36179100836240874,8209922627.309662,96865361122.41566,103456748743.95276
KEN,2009,0.81258679096989,0.30669655221264264,0.35260889934165923,8471134032.3512745,106043179256.15146,111757273161.07843
KEN,2010,0.8533182326847945,0.3005270972618328,0.34953574999827186,9347914750.6304,114180598702.22699,120992230368.72084
KEN,2011,0.9253769456292967,0.2907809947436859,0.34610166442236023,9569988093.083313,120689982896.42773,126986386230.93668
KEN,2012,1.0831176433367866,0.3378578721735646,0.4028635907416961,9804422296.31027,126151865690.66087,132155759190.87354
KEN,2013,1.1254315825289478,0.35401419005071716,0.4214067493600039,10201502319.76163,130935107279.2931,137240276622.09496
KEN,2014,1.2114375283064516,0.3734512363211728,0.4466322356450034,10342231681.766237,138949850019.68167,144234911233.38022
KEN,2015,1.2645814914475104,0.35747198411791736,0.43504913483057117,10795808357.1051,147167483314.99686,152305628001.45978
KEN,2016,1.3693685330604646,0.3609270374703746,0.44563058335892375,10945809896.310938,154653397688.3741,158892685886.93835
KEN,2017,1.5863880524802323,0.37227483704554326,0.4707903264154076,10804677893.472956,161654831863.16586,164235401137.70926
KEN,2018,1.6397341621970427,0.3964082948317133,0.498079337709456,11423162123.412924,170567478407.04272,173356543638.68448
KEN,2019,1.784985376107507,0.4045207522045808,0.5150342215669916,11731251826.62479,180871403093.50623,182718633141.16144
KEN,2020,1.8618903020894424,0.3999374267138641,0.5166684818813901,12273546270.849985,179645696152.66913,183287809367.86578
KEN,2021,1.926472779011276,0.40467452025788075,0.5232922286511562,12230194550.553223,195928035996.03473,196540699869.59232
KEN,2022,1.9978234433646875,0.40210261715118517,0.5230858135787068,12050966608.01422,207612259346.7108,205620442475.43933
KEN,2023,1.836600008457354,0.35610669220382624,0.4674201512389387,12829777459.900955,219269914211.73355,217463138830.65106
LAO,1970,0.11738705877363417,0.03550325941146272,0.04760160432355982,419457135.4748376,1948931946.6761298,2487989167.09028
LAO,1971,0.12332213517233706,0.037309100869479084,0.050016729794639815,440386712.10383695,2046235139.7168293,2612178433.195767
LAO,1972,0.12863716220800164,0.03893712030817449,0.05218879347836413,455619600.19842786,2116409482.1481733,2702045662.391023
LAO,1973,0.13570471439699291,0.041067879503041436,0.055050020658956415,495413645.1949581,2300769864.901446,2937650247.352735
LAO,1974,0.14803801508210782,0.04471848709959843,0.05998829261448439,513351335.2278161,2384748595.9088764,3044558430.8014393
LAO,1975,0.16162615485489987,0.048860670389990646,0.06552058356927214,547587877.7517295,2546521457.956281,3249807268.570589
LAO,1976,0.17040355256485754,0.05162748239182782,0.06916994215679452,563870565.7603762,2620366080.3727045,3344927638.4017005
LAO,1977,0.1809411504971985,0.054910204202616615,0.07352431236786632,552831609.8271263,2564305336.1624684,3275603802.3843713
LAO,1978,0.19397647751442607,0.058641656947642284,0.07864489902403579,558268608.1497183,2589928776.7780056,3308144535.641053
LAO,1979,0.21096538639697707,0.06314719163331606,0.08502752180762888,546308890.8803877,2541440133.24972,3242915558.5581884
LAO,1980,0.22802323029830654,0.06919912446839928,0.0926223699112698,601523288.9378307,2812333631.5380836,3581988981.458427
LAO,1981,0.2495262024290912,0.07643434942940715,0.10195757392372012,694532510.1831564,3216018374.027263,4110713071.8401113
LAO,1982,0.2654189442462852,0.08121347994623733,0.10841843497978074,744761129.604977,3422567470.4128504,4387006023.903076
LAO,1983,0.27883443976639377,0.08269770550400501,0.11179397058003182,777670787.39674,3610598461.734142,4610531354.543622
LAO,1984,0.29399994741737867,0.08372146511585592,0.11504108471593721,826525334.5500172,3898398931.756377,4949345501.005078
LAO,1985,0.28153101415006365,0.09149825667939936,0.1190282401417157,879784217.6740193,4215366009.397203,5321301763.399304
LAO,1986,0.29976542113660176,0.09631423020665603,0.12620444053155166,924703466.6247858,4075745033.637839,5306836801.556478
LAO,1987,0.31093201048099833,0.09464293119707556,0.12684719398898997,913927348.6490208,4041556967.8772936,5255725767.546313
LAO,1988,0.3402894241795375,0.08628495948838097,0.12440032721270815,875836725.893318,4276769149.3696094,5362195123.357355
LAO,1989,0.37228958650440364,0.0862608048878719,0.1289655719976612,962833479.8900844,4914994807.883546,6066923707.846702
LAO,1990,0.38445484510534766,0.08732134316226862,0.13199261177416713,1046197866.1827579,5258761600.003788,6526258957.199611
LAO,1991,0.4396576942991137,0.09888404982782878,0.14808058577862296,1027943178.604153,5816137206.98521,6935860793.338964
LAO,1992,0.47351842024259777,0.10600470903838179,0.1598362138417406,1112885998.8874345,6045428827.709157,7306328872.086105
LAO,1993,0.5043541114770852,0.12207237089695379,0.17836419307284265,1142981755.0041206,6023982302.18097,7354779716.422129
LAO,1994,0.5497108956362216,0.15570620113719796,0.2155129955663158,1237930046.0794272,5400529514.918565,7059433076.250119
LAO,1995,0.583377255826787,0.15521692806014858,0.21863463827001808,1276488290.4559288,6399587935.831081,7949328752.222837
LAO,1996,0.5784800597468321,0.15339949144427595,0.2153177581978552,1311719443.577586,7007053876.30965,8516167261.7611885
LAO,1997,0.6456241824152358,0.19154647972849648,0.2575177772666216,1403097266.3209994,7229110911.351021,8894858818.551144
LAO,1998,0.3003854662349464,0.11828257809630355,0.14340299228119344,1446395314.4421,7062170071.808833,8854820905.319191
LAO,1999,0.31889330761994483,0.12331606673034155,0.1503930783957176,1564924452.7116153,7417121186.817384,9399994741.78857
LAO,2000,0.35413884652914146,0.14101409798884332,0.1703572721220716,1641995642.378702,8139917439.292813,10151240018.47261
LAO,2001,0.336330180233579,0.14161266534879283,0.16777867576994543,1703972951.4994388,8150166556.8033905,10294897913.039078
LAO,2002,0.33807529175580536,0.137853507490594,0.16520586259713316,1736385745.216626,8564432843.236295,10699779031.650242
LAO,2003,0.3628960051900336,0.14313481587513402,0.17365996650542112,1779981963.2203994,9484847377.358809,11537260239.322067
LAO,2004,0.3923387083374113,0.16069804014114886,0.19279428893696882,1840905024.7968042,10159017631.083391,12214015963.123108
LAO,2005,0.4174471519134852,0.1660288745561657,0.2013440385424411,1854198891.7011745,11346348369.258244,13200547260.959417
LAO,2006,0.4782082454635319,0.18726686363073902,0.22822534933692148,1931204949.881009,12209252331.611023,14064636252.967197
LAO,2007,0.527727281015886,0.21105586866567355,0.25593357227246777,2063704012.167427,13878096226.981602,15699880738.961391
LAO,2008,0.6151627099144714,0.24788906906051553,0.30037413577645794,2140500195.7989109,15511525862.492756,17184880427.33179
LAO,2009,0.6418006423732269,0.24105798095864867,0.2976115296642702,2201086995.7732797,17377296410.803394,18821834763.70669
LAO,2010,0.7095274896336797,0.26882179800416783,0.331292350108807,2271202060.8298035,19423777421.711002,20625333078.063354
LAO,2011,0.8042925759595495,0.29339375414194485,0.3648105469537356,2331571461.841249,21467605485.858597,22405402067.63514
LAO,2012,0.7851899850143301,0.3148634973841196,0.3837058733361931,2407848763.8673944,23498696794.27781,24209951520.064182
LAO,2013,0.8676776065537636,0.3415942294960394,0.4181064123945743,2476330964.0082183,25580556769.63677,26038413143.052452
LAO,2014,0.9190032975265504,0.35238517617586584,0.4336729466503668,2579082093.4909706,27498947598.92546,27809911907.028408
LAO,2015,0.9500030999128687,0.35069117618115203,0.43487280007890877,2670858131.346029,29562005227.96984,29674097541.935898
LAO,2016,0.9989916551602107,0.35698207909825913,0.4454482519008185,2744543375.7352166,31753680284.522957,31602482839.487053
LAO,2017,0.9794825271824699,0.3628373932521861,0.4496472678828209,2823404758.2789216,34065245137.31223,33638857509.88016
LAO,2018,0.9967725351200748,0.363549530304487,0.4517743078479632,2859190802.415176,36498495797.08621,35679261941.98481
LAO,2019,1.0393387215733312,0.3527100286488859,0.4438278417396318,2894036024.831332,38811651185.93758,37620763579.165504
LAO,2020,1.0764101719322645,0.34653257594184966,0.4400993690226391,2927481885.2285457,40202107875.608246,38815123315.833145
LAO,2021,1.0145848784413727,0.3301189210433225,0.4183551003818567,2999271664.727251,41633059393.79167,40125903350.667114
LAO,2022,0.8835213725402447,0.25047793354639203,0.32576827857399543,3099808217.5541797,43564167974.97228,41902820132.69548
LAO,2023,0.9801871650087178,0.22390548048810913,0.3051560482108486,3215692364.521086,45461689739.35066,43686179400.25094
LVA,1990,0.6477134566421419,0.23307841067566423,0.2737403418190011,2972640651.993939,29891804337.66164,32485360178.25192
LVA,1991,0.6487663529324826,0.24556984276984511,0.29134602415031446,2921132755.8527484,25681301190.978065,28151013091.595215
LVA,1992,0.4442769151625555,0.25937421010934847,0.2847480029074492,2081483485.571689,17006438415.718151,18738626920.295006
LVA,1993,0.3073535408401408,0.2673795031010273,0.27553454512265546,1703288520.2733364,15302477618.496864,16749553554.427208
LVA,1994,0.291173057207577,0.25807830608022053,0.2630567238881124,1449276974.1070812,16159661231.52429,17458015658.655582
LVA,1995,0.28392292995612367,0.2650709973409134,0.2693044823515507,1486133902.0003667,15894943608.865114,17211878563.505215
LVA,1996,0.2968890163547873,0.29257039961162806,0.29487571127277923,1353263563.7071028,16192295703.488176,17428208958.664986
LVA,1997,0.22103250390068022,0.3004609502116414,0.29629327629219215,1456960652.0484152,17635417206.971714,18970359174.973278
LVA,1998,0.1964354694099062,0.31100958231129416,0.3042419692498863,1381451878.7189379,18846030246.738644,20157186592.789074
LVA,1999,0.2133426747345579,0.3184679078201445,0.3123147376659303,1280169188.4166725,19586392736.65667,20846765938.790176
LVA,2000,0.23592511775749686,0.316703546971939,0.312238073769884,1496728489.785427,20753867586.59631,22181597649.647858
LVA,2001,0.2243834224166203,0.3179541792625255,0.3126707095089391,1635656613.7723305,21964241609.62545,23509194879.665367
LVA,2002,0.24502595132636862,0.33376027889373894,0.32886114869760613,1746790832.5353644,23611602299.447727,25264839239.92436
LVA,2003,0.27016300848730435,0.37365246910381844,0.36768722848118957,1707371644.334676,25606987978.39581,27276941290.31151
LVA,2004,0.34241513328495443,0.42537078682659296,0.4205842084027807,1762689251.3917615,27627080021.249676,29376576662.819378
LVA,2005,0.3292525880074898,0.4493932737968387,0.44233593357094986,1915532849.9972148,30693555402.04387,32609088252.04108
LVA,2006,0.3792475783023308,0.4998821163980424,0.49232565629987746,1844515118.5075178,34536171357.972145,36487113951.26425
LVA,2007,0.5139769159557823,0.6641299329363113,0.6545388960197611,1977195878.6154058,37583318977.37716,39686625668.63936
LVA,2008,0.5617026659728105,0.7978163348127463,0.7834386729803294,1878493194.8819418,36971342685.11001,38996665346.496826
LVA,2009,0.40357281022400165,0.711459483489634,0.6931442304786118,2092605412.317619,31199733057.378838,33242525292.385273
LVA,2010,0.4976064775048008,0.6654327266380661,0.6557404971434261,1941786160.0824497,29841944273.155945,31756543644.57967
LVA,2011,0.501608713702106,0.7410321612830992,0.7270517200985745,2018802842.65653,30495992754.795933,32475214439.32769
LVA,2012,0.44285336443578954,0.7033955544811004,0.6880542466181901,2163631860.0457244,32566029885.164913,34684724953.363075
LVA,2013,0.4622559178460426,0.7416561973791845,0.7252618046575724,2025438079.1447055,33155383101.330097,35195795405.150185
LVA,2014,0.48896654437512627,0.755504267773711,0.7398567985213679,2239301883.785752,33632202690.099014,35823441000.87667
LVA,2015,0.4080335647261983,0.6337468936358558,0.6204879735192649,2294920201.067917,34882233843.60479,37136758156.929085
LVA,2016,0.4095385835168559,0.634730044760948,0.6215012164699814,2201824237.6904707,35689422201.32471,37899974942.259415
LVA,2017,0.4767083031269489,0.6619594586194538,0.6509898773299553,2234817379.124778,36941486979.75932,39200490838.63998
LVA,2018,0.5669846190553512,0.7149089722697298,0.7055867278359513,2146835668.633292,38418482252.84873,40651190471.32956
LVA,2019,0.48997655002808893,0.7141652536143778,0.7011457557468876,2603119853.999963,38327941328.48155,40858767795.33185
LVA,2020,0.5241692828807165,0.7487285149935696,0.7358418106446589,2597687458.4121065,36879158871.989944,39375454628.32198
LVA,2021,0.6161425359319261,0.794862951114155,0.7846661782263058,2606972431.376348,39735172777.65903,42298603180.6271
LVA,2022,0.8618484421447884,0.7673124350157798,0.7703728433694089,2239822679.0306363,40758728152.11915,43102592360.24159
LVA,2023,0.788905490088972,0.8449388983631677,0.8386721164672,2059435767.055548,41949536879.77921,44200224298.99302
LTU,1990,0.07638116949436549,0.18418999786316637,0.16968722588433244,34136123131.30831,41344761413.02853,60244066516.003525
LTU,1991,0.07896423654354019,0.1650472947844034,0.15817147931534,18700819545.397118,46416007444.10728,57769785305.391945
LTU,1992,0.0807637164648558,0.18227527139251531,0.17283178815760994,12383586095.509155,34891600500.09441,42584876689.45463
LTU,1993,0.082678078897112,0.18834233402641978,0.17825939630072873,11041858988.089832,29638851653.82143,36436621696.9235
LTU,1994,0.08444341991903155,0.20339077390305138,0.191933740317351,7245941993.607641,25805728125.53971,30534074558.076122
LTU,1995,0.15183330713921311,0.19150872484614304,0.19202815668028125,4359073579.245427,28030631299.501926,31401452363.257504
LTU,1996,0.18922703856548428,0.22730469774464981,0.22981466459883637,4847429905.121986,29330060162.19443,33001050123.75438
LTU,1997,0.18542889538214466,0.2509805093490566,0.2501268561851317,5141505487.778488,31732052194.235203,35651950540.64764
LTU,1998,0.17962435106353045,0.2629708938954011,0.2589693831569667,4794469198.084425,34374179918.16045,38230821411.03542
